"hours_studied","attendance","extracurricular_activities","sleep_hours","tutoring_sessions","exam_score"
11,87,"No",8,1,64
23,78,"No",9,1,65
26,88,"Yes",6,1,71
11,63,"Yes",10,0,61
26,94,"Yes",9,2,69
20,91,"No",7,1,69
27,70,"No",7,1,66
20,91,"No",6,3,72
5,61,"No",9,1,60
19,69,"No",7,0,62
26,63,"Yes",5,3,66
15,91,"Yes",4,1,69
18,90,"No",7,2,69
19,93,"No",7,3,71
3,60,"Yes",6,1,57
30,80,"No",5,0,72
15,88,"Yes",4,1,66
23,66,"Yes",6,1,66
19,86,"No",6,3,70
28,63,"No",8,2,67
22,67,"Yes",7,1,65
19,79,"Yes",9,1,63
15,86,"No",8,3,68
25,66,"Yes",8,0,63
9,67,"Yes",8,3,63
24,68,"Yes",5,1,68
13,70,"Yes",6,2,60
28,69,"No",10,0,67
21,76,"Yes",4,0,65
24,86,"Yes",7,0,68
20,78,"No",8,0,62
9,91,"No",4,2,65
15,89,"Yes",6,1,66
24,65,"Yes",10,3,67
21,62,"Yes",7,1,60
27,95,"Yes",6,2,74
22,63,"Yes",7,1,62
14,66,"Yes",6,0,61
15,61,"No",10,0,63
21,85,"No",6,2,66
6,83,"No",6,1,65
30,99,"No",5,0,72
23,95,"No",7,1,70
27,76,"Yes",7,1,71
11,75,"Yes",9,1,64
27,72,"No",5,1,70
33,66,"No",8,2,68
12,66,"Yes",7,1,61
25,65,"Yes",4,1,68
20,65,"No",6,1,64
11,70,"Yes",6,2,64
23,72,"Yes",10,2,71
25,98,"Yes",8,0,72
16,83,"Yes",7,0,66
27,100,"Yes",4,4,74
10,75,"Yes",4,3,65
11,78,"No",8,1,64
21,73,"Yes",8,1,69
20,67,"No",6,1,62
16,66,"Yes",7,2,62
25,98,"Yes",7,2,72
23,99,"No",7,1,73
25,62,"No",6,1,64
19,66,"No",8,2,65
24,77,"Yes",9,1,70
17,67,"Yes",6,1,66
32,75,"No",5,1,70
15,65,"Yes",6,2,63
33,78,"No",7,1,69
20,71,"Yes",8,0,64
12,74,"No",8,2,63
28,64,"No",8,2,66
21,77,"Yes",8,2,68
25,99,"Yes",7,0,97
27,73,"No",9,2,67
22,95,"No",7,0,71
16,94,"Yes",8,2,66
26,98,"Yes",7,2,72
20,92,"Yes",7,2,70
24,86,"Yes",7,1,69
7,94,"Yes",9,2,66
23,63,"No",7,2,69
16,79,"Yes",6,2,65
30,100,"No",6,0,75
24,91,"No",8,2,70
21,98,"Yes",6,1,70
23,91,"Yes",7,2,69
14,95,"No",7,2,68
30,88,"Yes",6,4,73
32,90,"Yes",5,0,74
22,81,"No",5,0,66
30,97,"Yes",6,1,74
17,93,"Yes",5,3,67
15,94,"Yes",8,1,67
20,87,"No",10,3,70
23,72,"Yes",6,1,67
18,61,"Yes",6,3,80
23,97,"Yes",6,1,70
22,83,"No",8,4,71
14,72,"No",8,4,64
23,66,"Yes",7,1,68
25,93,"No",5,0,68
21,93,"Yes",6,1,69
27,93,"Yes",7,1,72
13,86,"No",7,0,65
23,75,"Yes",7,1,64
13,72,"No",8,1,64
13,60,"No",5,1,58
16,93,"Yes",7,2,69
14,63,"No",7,1,61
17,85,"Yes",6,0,68
19,80,"Yes",6,1,66
25,81,"No",8,1,68
18,97,"No",5,2,70
10,61,"Yes",10,4,62
27,91,"No",8,2,71
15,62,"No",7,0,61
20,62,"Yes",7,1,64
23,77,"No",8,1,65
21,63,"Yes",6,3,63
27,92,"Yes",6,4,74
23,81,"No",9,2,68
15,61,"Yes",6,2,65
33,62,"No",7,2,66
21,85,"Yes",6,1,69
19,92,"Yes",7,2,69
26,78,"No",8,3,70
21,82,"Yes",10,3,70
22,92,"Yes",6,1,71
35,84,"No",5,1,72
18,69,"No",7,1,61
18,85,"Yes",6,1,68
21,85,"Yes",7,3,66
26,89,"Yes",8,1,70
11,85,"No",10,0,63
8,99,"Yes",6,1,68
16,68,"Yes",4,1,62
10,98,"No",7,3,69
17,82,"Yes",8,3,69
23,87,"Yes",6,1,72
15,64,"Yes",7,2,64
11,75,"No",7,2,63
20,91,"Yes",7,1,70
25,88,"Yes",8,1,69
10,62,"No",7,1,61
25,82,"No",8,2,70
25,64,"Yes",4,1,64
26,100,"Yes",6,0,76
27,96,"Yes",6,2,73
33,61,"Yes",5,2,67
18,94,"Yes",7,2,69
21,97,"Yes",6,2,72
18,74,"No",6,4,66
20,89,"Yes",8,3,70
29,78,"Yes",7,2,73
12,86,"Yes",5,2,68
15,74,"No",6,2,66
28,73,"Yes",8,4,67
26,77,"No",7,3,67
18,66,"Yes",9,0,62
25,93,"No",8,2,72
22,74,"Yes",6,0,65
29,76,"Yes",9,1,69
20,96,"No",9,2,69
26,80,"Yes",4,0,69
36,82,"Yes",7,0,69
24,98,"Yes",6,1,69
20,95,"Yes",7,0,70
24,67,"No",6,6,67
18,79,"Yes",6,3,69
34,99,"Yes",8,0,75
21,75,"Yes",5,2,66
18,75,"Yes",7,0,63
15,68,"Yes",5,3,64
27,65,"Yes",9,2,66
25,90,"Yes",7,1,72
17,91,"No",8,3,71
23,99,"Yes",7,0,70
11,91,"No",7,2,67
21,70,"No",7,0,65
23,62,"Yes",9,3,65
30,99,"Yes",6,0,73
15,74,"Yes",4,1,66
12,72,"Yes",6,0,62
15,96,"No",5,2,71
12,83,"No",8,3,66
28,69,"Yes",7,1,65
29,96,"Yes",8,0,75
22,100,"No",7,2,74
27,63,"Yes",7,1,65
21,94,"No",7,2,71
19,76,"Yes",9,1,65
18,81,"Yes",7,0,65
18,97,"No",9,0,67
11,99,"Yes",9,2,67
22,70,"No",7,2,66
20,69,"Yes",7,1,67
24,63,"No",6,2,66
21,82,"No",9,0,65
19,61,"Yes",6,1,59
15,76,"Yes",6,4,69
20,63,"No",7,2,63
24,76,"No",5,1,65
13,62,"No",6,2,61
21,93,"No",9,0,68
21,68,"Yes",8,3,65
16,73,"No",6,1,61
16,95,"Yes",8,0,69
21,90,"Yes",10,2,72
13,69,"Yes",7,2,59
22,63,"No",9,0,63
15,89,"Yes",8,3,69
26,76,"No",7,1,67
34,91,"No",7,1,70
15,78,"No",8,0,67
23,74,"Yes",6,1,66
16,78,"Yes",4,5,68
26,90,"Yes",6,1,71
12,96,"No",4,3,69
23,62,"Yes",6,0,65
15,81,"No",4,0,66
19,61,"Yes",8,2,66
14,79,"No",5,3,67
25,95,"Yes",8,1,74
15,74,"No",8,3,66
23,97,"Yes",8,1,72
18,85,"Yes",4,0,69
19,97,"No",9,0,68
21,90,"Yes",8,4,71
15,64,"No",8,0,61
21,69,"Yes",10,2,65
29,76,"Yes",8,4,71
15,67,"Yes",5,0,59
27,80,"No",8,1,71
29,79,"No",5,0,72
15,98,"Yes",7,1,71
11,77,"Yes",6,0,61
22,91,"No",7,1,67
17,98,"No",5,0,67
31,95,"No",5,1,74
20,68,"No",6,2,66
15,80,"Yes",7,1,63
13,74,"No",6,4,63
27,76,"No",9,1,68
17,74,"Yes",8,1,65
20,93,"No",8,0,66
26,78,"No",6,1,67
17,81,"No",5,0,67
20,99,"Yes",7,0,70
20,62,"Yes",10,5,65
24,80,"Yes",7,1,68
24,91,"Yes",9,3,70
19,66,"No",9,1,66
20,84,"Yes",8,0,69
18,70,"No",7,1,65
11,95,"Yes",6,2,68
22,73,"Yes",7,3,65
31,73,"Yes",6,1,70
15,84,"Yes",7,1,65
15,67,"Yes",5,3,67
15,71,"No",6,5,64
24,77,"No",8,2,68
23,74,"Yes",6,4,70
19,81,"Yes",6,1,64
14,84,"No",6,4,67
21,83,"No",7,2,68
11,86,"Yes",4,5,67
21,72,"Yes",6,4,66
25,65,"Yes",8,2,66
12,90,"Yes",7,2,66
11,94,"Yes",8,2,67
29,70,"Yes",4,2,69
16,76,"No",6,3,65
27,80,"Yes",7,4,68
19,81,"No",8,2,67
19,86,"Yes",9,1,69
23,62,"No",8,3,64
15,89,"No",6,2,67
21,62,"No",6,2,67
18,79,"No",9,1,67
12,93,"No",6,2,67
22,78,"Yes",5,2,68
18,66,"Yes",7,4,65
19,99,"No",9,3,70
13,96,"No",6,1,68
30,91,"Yes",6,2,72
25,76,"No",6,1,67
26,67,"Yes",8,2,66
18,98,"Yes",7,0,68
10,81,"No",8,1,64
32,94,"Yes",9,4,75
20,74,"Yes",5,1,66
16,73,"Yes",6,0,67
23,99,"No",6,1,71
27,81,"No",7,0,68
20,66,"Yes",8,2,65
28,69,"Yes",6,0,67
26,79,"Yes",6,0,66
14,62,"No",8,1,60
16,79,"No",8,2,64
26,77,"Yes",7,0,69
4,91,"No",4,3,64
19,74,"No",9,2,66
11,99,"Yes",7,3,72
17,67,"Yes",7,0,60
18,84,"Yes",6,3,69
18,64,"Yes",6,2,62
17,89,"Yes",6,3,70
13,100,"Yes",4,3,65
34,93,"Yes",6,2,77
31,82,"Yes",5,0,71
13,79,"No",7,4,66
29,93,"No",5,2,74
18,97,"No",8,1,70
21,100,"No",5,2,69
20,76,"No",9,2,64
16,100,"Yes",8,1,69
26,66,"Yes",5,1,68
21,70,"Yes",7,1,63
17,64,"Yes",6,1,61
12,71,"No",8,0,61
15,91,"Yes",10,0,65
10,94,"No",9,3,65
20,91,"Yes",6,0,69
13,85,"Yes",7,3,69
18,81,"No",9,1,65
28,88,"Yes",8,3,72
27,76,"Yes",9,3,69
20,94,"Yes",8,1,71
19,87,"Yes",7,2,67
31,88,"No",7,0,72
23,81,"No",5,0,70
18,95,"Yes",6,1,68
11,70,"No",6,3,66
22,75,"No",6,4,68
25,91,"Yes",7,1,71
16,80,"Yes",7,2,63
22,96,"No",7,2,70
18,74,"No",8,1,65
19,75,"Yes",6,2,70
5,96,"Yes",8,3,65
19,79,"Yes",9,0,68
26,81,"Yes",8,1,69
16,73,"Yes",6,3,66
20,71,"No",8,0,62
15,86,"No",8,2,70
22,65,"No",8,2,65
19,95,"Yes",9,0,71
14,91,"Yes",8,2,68
28,68,"Yes",9,0,65
26,88,"Yes",7,1,70
16,84,"Yes",6,0,69
23,67,"Yes",9,1,66
23,71,"Yes",6,1,66
24,76,"No",10,2,67
10,88,"No",9,1,63
26,86,"Yes",7,2,70
17,81,"No",9,0,65
18,91,"No",8,3,70
36,90,"Yes",5,1,74
22,85,"Yes",6,0,69
18,91,"No",7,0,68
7,73,"Yes",7,1,64
28,95,"No",9,2,73
12,85,"Yes",7,4,66
14,93,"Yes",5,0,65
18,82,"Yes",6,0,66
28,69,"No",8,0,67
25,82,"No",4,0,67
19,75,"Yes",5,0,66
22,88,"Yes",6,3,69
16,79,"Yes",8,4,69
21,93,"No",7,2,68
20,87,"No",8,1,64
26,87,"Yes",7,1,70
26,69,"No",7,1,67
23,99,"No",6,1,68
18,94,"Yes",8,0,67
24,92,"Yes",5,1,73
19,73,"Yes",7,1,65
14,81,"No",9,3,69
18,65,"Yes",6,1,63
21,82,"No",5,3,68
25,66,"No",4,0,64
19,82,"No",8,2,68
13,86,"Yes",8,2,66
20,76,"No",6,2,65
21,80,"Yes",5,4,69
21,95,"No",7,2,69
26,64,"Yes",9,2,64
26,92,"No",5,0,74
16,67,"No",9,1,64
16,61,"No",4,3,63
14,67,"Yes",5,0,64
24,91,"Yes",7,3,71
29,76,"Yes",8,2,68
18,95,"Yes",9,4,72
19,81,"Yes",8,1,67
29,61,"No",9,0,64
23,89,"No",7,2,70
23,64,"Yes",6,2,65
13,92,"No",9,2,69
24,67,"No",9,2,65
14,74,"No",8,1,66
13,90,"No",8,0,67
18,98,"No",9,1,68
16,75,"Yes",8,0,65
19,93,"No",7,0,68
11,68,"Yes",8,2,63
26,92,"No",8,1,71
27,86,"No",8,1,71
8,68,"Yes",7,2,65
26,72,"No",8,2,65
15,65,"Yes",8,1,61
25,75,"Yes",7,0,68
20,68,"Yes",6,4,65
20,86,"No",9,0,66
19,100,"Yes",5,2,69
27,60,"No",6,3,65
13,82,"No",7,1,65
24,83,"No",4,2,70
27,97,"No",9,1,70
24,80,"Yes",7,2,67
34,82,"Yes",9,3,75
17,79,"Yes",10,3,65
26,71,"Yes",7,2,66
19,62,"Yes",9,2,67
27,76,"Yes",5,0,67
20,62,"No",8,2,62
18,82,"Yes",6,0,66
28,72,"No",8,1,66
17,81,"Yes",8,0,64
12,65,"No",7,2,60
17,97,"Yes",8,3,70
24,96,"No",8,2,72
28,68,"Yes",7,0,67
21,74,"Yes",10,1,67
28,85,"Yes",7,1,72
12,64,"Yes",9,1,63
17,74,"No",9,0,60
18,70,"Yes",4,1,65
19,97,"Yes",9,2,72
21,94,"No",9,0,70
24,83,"Yes",7,1,71
17,81,"Yes",8,1,66
21,97,"Yes",8,2,72
20,97,"Yes",9,3,73
14,99,"Yes",6,2,71
19,65,"No",9,4,64
19,66,"Yes",5,1,66
19,87,"No",4,1,69
20,82,"No",8,1,66
20,61,"No",9,0,63
17,62,"Yes",7,0,62
28,96,"Yes",4,1,98
13,95,"Yes",5,1,71
16,74,"No",8,0,66
37,96,"No",7,2,75
14,84,"Yes",9,1,68
12,92,"No",7,2,69
24,77,"Yes",6,2,68
8,65,"No",7,3,60
19,77,"No",9,4,64
33,78,"No",9,4,71
11,82,"No",7,2,69
8,64,"Yes",7,1,60
11,100,"Yes",8,1,70
25,70,"Yes",6,4,66
27,68,"No",8,0,68
17,81,"No",7,2,67
24,81,"Yes",7,1,70
28,78,"Yes",7,0,69
31,91,"Yes",7,2,75
19,81,"Yes",10,1,65
6,84,"Yes",6,1,65
15,89,"No",6,1,66
17,61,"Yes",9,1,64
18,83,"No",8,1,66
19,95,"Yes",8,3,70
27,61,"No",5,1,63
28,76,"No",7,1,66
19,97,"Yes",8,1,71
27,74,"No",6,2,68
22,78,"Yes",8,2,68
20,99,"No",7,0,71
25,68,"No",6,1,63
20,63,"No",9,1,60
32,94,"Yes",9,1,73
11,95,"Yes",7,4,68
17,79,"Yes",8,2,70
19,81,"Yes",9,1,66
23,93,"No",6,1,72
28,90,"Yes",8,1,70
20,71,"Yes",6,2,68
11,61,"Yes",5,3,60
25,79,"No",6,2,68
25,94,"No",5,1,74
8,96,"Yes",8,1,68
20,98,"Yes",6,4,72
10,95,"Yes",5,0,69
16,83,"Yes",8,2,98
15,78,"No",8,1,68
25,91,"No",7,0,70
21,90,"No",8,1,69
12,82,"No",6,3,64
25,63,"No",6,1,65
11,97,"No",8,2,69
22,78,"No",9,2,67
15,75,"No",6,1,65
18,85,"Yes",6,2,70
23,87,"No",8,0,68
23,68,"Yes",8,1,65
28,93,"No",7,0,74
20,72,"Yes",9,4,65
22,67,"Yes",10,1,65
17,76,"Yes",8,3,68
21,89,"No",6,1,68
23,99,"No",8,5,74
19,92,"No",6,2,71
9,98,"Yes",9,1,67
22,66,"Yes",6,0,64
22,63,"Yes",7,0,61
16,82,"No",6,0,66
12,72,"No",7,0,61
29,93,"No",7,5,73
23,87,"No",8,2,70
19,99,"No",7,2,70
13,70,"Yes",7,1,63
15,79,"Yes",6,3,69
28,80,"No",7,2,72
21,70,"Yes",5,2,66
17,84,"No",9,1,68
23,78,"No",7,1,67
15,78,"Yes",9,2,65
29,75,"Yes",7,2,68
28,61,"Yes",4,1,68
17,81,"No",6,2,69
16,73,"Yes",7,1,66
4,60,"Yes",7,2,58
11,72,"No",8,0,60
12,71,"Yes",7,3,67
21,76,"Yes",6,2,65
18,65,"Yes",6,1,62
12,80,"Yes",6,0,65
18,88,"No",8,0,69
23,85,"No",8,0,70
23,92,"Yes",6,2,70
9,78,"No",9,1,63
19,81,"Yes",8,0,69
12,92,"No",6,0,64
25,77,"No",7,1,69
25,88,"Yes",8,1,70
15,77,"Yes",5,1,64
15,77,"Yes",5,2,65
17,90,"No",8,0,70
6,67,"Yes",6,0,60
22,74,"Yes",9,3,68
18,69,"Yes",10,2,61
26,74,"Yes",8,2,68
13,69,"No",8,1,61
16,83,"No",5,2,64
11,92,"No",5,2,66
14,91,"Yes",7,2,70
13,75,"Yes",5,3,65
26,100,"Yes",7,1,74
16,84,"No",6,1,66
21,76,"Yes",7,3,65
18,93,"No",7,1,69
12,89,"Yes",8,4,69
19,90,"No",7,2,69
24,68,"No",6,1,66
13,79,"No",5,2,63
25,94,"Yes",7,1,69
15,80,"Yes",4,1,65
17,87,"No",9,1,67
23,84,"No",8,1,66
16,94,"Yes",8,2,67
20,71,"Yes",6,1,65
18,83,"No",8,0,69
21,65,"No",6,3,65
6,88,"Yes",7,3,67
9,89,"Yes",6,0,66
24,62,"No",7,1,64
26,87,"No",5,1,70
15,77,"Yes",7,0,65
19,65,"Yes",5,2,65
22,77,"No",10,2,64
24,68,"Yes",7,1,64
8,77,"Yes",7,1,61
15,75,"No",8,1,65
18,90,"Yes",5,5,68
24,91,"Yes",6,1,70
35,84,"Yes",8,6,74
19,61,"No",7,1,60
12,97,"Yes",6,2,71
22,87,"Yes",8,2,70
28,61,"Yes",7,2,67
21,93,"Yes",8,0,68
15,68,"No",8,3,64
26,83,"No",6,0,67
24,79,"No",7,0,65
14,77,"Yes",4,3,66
22,96,"Yes",6,1,72
26,77,"Yes",7,3,69
27,63,"Yes",8,1,65
20,98,"Yes",8,0,71
18,97,"Yes",6,0,72
27,87,"No",6,0,70
13,79,"No",9,1,63
23,64,"No",7,2,66
12,92,"Yes",7,3,67
26,63,"No",8,1,67
18,63,"Yes",7,2,62
28,81,"Yes",7,3,72
23,66,"Yes",7,1,69
13,60,"Yes",6,1,61
29,77,"Yes",7,1,67
29,65,"Yes",4,0,66
25,66,"Yes",6,2,68
15,63,"No",8,1,62
18,68,"Yes",8,0,63
21,89,"Yes",9,3,70
16,92,"Yes",8,2,68
30,78,"Yes",8,1,71
21,80,"No",7,0,65
4,61,"Yes",6,4,59
22,63,"Yes",8,2,64
18,70,"No",7,0,67
20,82,"No",6,3,68
18,90,"Yes",6,1,95
25,84,"Yes",7,1,70
27,76,"No",9,1,68
22,65,"No",7,2,65
18,91,"No",7,2,70
20,75,"No",8,4,67
20,89,"No",8,2,69
15,81,"Yes",7,1,68
23,90,"No",7,1,72
23,96,"No",6,1,71
29,97,"Yes",9,2,75
28,81,"No",6,0,70
16,80,"No",9,2,66
25,71,"Yes",7,3,67
14,97,"Yes",7,1,70
24,78,"Yes",8,2,71
17,65,"No",6,5,64
14,77,"No",8,2,65
22,65,"Yes",7,1,64
4,80,"Yes",8,4,62
9,82,"Yes",6,2,64
19,74,"Yes",6,1,66
20,63,"Yes",4,0,64
18,98,"Yes",6,3,71
11,91,"Yes",6,4,68
15,94,"Yes",6,3,70
22,75,"No",7,0,66
23,90,"No",7,2,71
20,79,"Yes",8,1,68
27,68,"Yes",8,3,66
22,65,"No",8,4,66
16,74,"No",8,5,65
18,66,"Yes",7,0,64
12,100,"Yes",7,1,67
19,62,"Yes",8,1,65
27,78,"Yes",8,3,69
24,78,"Yes",5,1,69
28,72,"Yes",7,4,69
18,83,"No",4,3,68
28,66,"Yes",4,0,67
19,91,"No",6,2,68
29,73,"Yes",7,1,65
20,84,"Yes",6,3,69
24,89,"No",4,1,73
29,96,"No",8,3,76
19,93,"Yes",6,0,69
21,84,"Yes",8,2,69
28,76,"Yes",6,3,68
19,80,"Yes",6,1,70
12,91,"Yes",8,0,64
33,95,"Yes",6,2,73
17,64,"Yes",7,1,64
21,75,"Yes",7,1,65
27,91,"No",5,0,69
16,77,"Yes",8,0,62
14,73,"Yes",6,2,64
22,76,"No",5,0,64
9,84,"No",6,5,67
18,100,"Yes",8,3,69
21,80,"Yes",5,2,67
18,68,"No",8,1,65
11,67,"No",8,3,63
30,62,"Yes",7,0,66
21,82,"No",7,1,70
29,82,"No",7,1,70
18,68,"Yes",8,0,67
15,88,"Yes",6,0,65
22,90,"No",5,1,70
19,70,"Yes",7,0,66
13,74,"Yes",8,1,66
29,100,"Yes",8,0,72
16,75,"Yes",10,0,64
9,90,"Yes",7,4,70
28,78,"No",7,1,71
17,92,"No",7,2,66
16,91,"Yes",6,0,70
9,87,"Yes",6,1,64
30,94,"No",5,3,70
12,98,"Yes",4,2,67
20,83,"No",6,2,65
25,69,"No",7,1,68
23,76,"No",8,3,69
20,90,"Yes",6,3,68
10,86,"Yes",6,2,68
15,67,"Yes",9,0,64
